LoanAmount,InterestRate,LoanTerm,Tenure,TotalBalance,TotalPayments,SupportIssueFrequency,Car,Education,Home,Personal,DefaultStatus
-0.86575916,-0.73011829,1.412886827,-0.349077491,-0.223401603,-1.32619799,4.136735918,0,1,0,0,0
0.115604207,-0.73011829,-0.106881544,0.957301316,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
0.374538075,1.393557357,1.389070672,1.563868665,-0.269692237,-0.156498744,4.136735918,0,0,1,0,0
-0.297172204,-1.306444741,-1.163723408,-1.645843502,0.079587011,-0.156498744,-0.332512049,0,0,1,0,1
1.60873105,0.929003309,-0.286991213,-1.187313193,1.166284458,1.08801154,-0.332512049,1,0,0,0,1
0.437210319,0.75435893,1.241708215,-0.070306443,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.539484294,0.670529628,0.747523006,-1.653533738,0.559212949,-0.929966241,-0.332512049,0,0,1,0,1
-1.230454165,0.038316977,1.198541435,-1.031585918,-1.093838572,-0.156498744,-0.332512049,0,0,0,1,1
1.657772288,1.152548114,-0.005662886,1.29759425,0.447774418,-1.434788781,-0.332512049,0,0,0,1,1
0.460660621,-1.666212161,-1.852903384,1.050545425,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.12052076,-0.272550018,1.107742345,-0.535565708,-0.049843536,-1.405975982,-0.332512049,0,0,1,0,1
-1.094068149,0.310762208,2.273245415,-0.033777823,0.168580055,1.283010985,-0.332512049,0,1,0,0,1
0.022548769,0.579714551,0.104486829,-0.733589281,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
1.399135346,1.610116387,-0.222985298,-0.9902509,0.497831415,0.199792889,-0.332512049,0,0,1,0,1
0.106634259,0.831202457,0.418562369,0.880398958,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-0.988362254,0.534307013,0.917213108,0.603550469,-0.77446119,-0.207963979,1.902111934,0,0,1,0,1
0.292420587,-0.059483875,0.015176249,0.570866967,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.633610049,0.331719533,0.619511174,-0.083764355,0.312516189,-0.413852802,-0.332512049,0,0,0,1,1
1.05186234,-0.911748445,-1.293223749,-1.273828345,-1.538676551,-0.156498744,-0.332512049,0,1,0,0,1
-1.689226589,-1.439174469,-0.3465316,1.636925905,0.448919596,-1.146688677,-0.332512049,0,1,0,0,1
-0.695433734,1.54724441,1.240219705,-0.523069075,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
1.016818088,1.323699605,-0.355462658,-0.901813188,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-1.431804975,0.866131333,-0.88239508,0.049853492,-1.001104614,-0.792568228,-0.332512049,0,1,0,0,1
0.619198748,1.669495476,0.225056112,1.653267656,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-1.067959318,0.42253461,-0.254244001,0.313244068,-0.708498945,-0.156498744,-0.332512049,1,0,0,0,1
1.565144977,-0.157284728,-1.909466751,0.738129596,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-0.140332774,1.41800757,1.698680683,-0.651880525,-0.510688556,0.071759965,-0.332512049,0,1,0,0,1
0.856401727,1.17350544,0.321809241,1.566752503,-0.586473882,-0.142456687,-0.332512049,0,0,0,1,1
0.996758274,1.0722117,-1.581994624,-0.234685233,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
1.291937912,-0.118862964,-0.901745706,1.552333311,1.137273285,4.74174395,-0.332512049,0,1,0,0,0
0.437887035,-0.841890693,-1.905001222,0.994791216,-0.529749405,-0.156498744,-0.332512049,0,0,1,0,1
0.177696408,0.059274302,-0.322715445,-0.341387255,2.570934176,0.560913919,-0.332512049,0,0,1,0,1
1.726811192,-0.628824551,0.238452699,-0.53364315,-0.100460397,-0.226249882,-0.332512049,1,0,0,0,1
1.143723166,-1.020027959,0.725195361,0.741974714,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.953089338,-1.341373617,-1.282804181,-1.456471446,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.806297077,0.251383119,-0.017570964,0.603550469,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.809756618,-0.796483154,1.393536202,0.078691876,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.086850657,-0.985099084,-0.007151396,0.319011744,0.591328825,-0.378506005,-0.332512049,0,0,0,1,1
-1.610872474,-0.234128254,1.256593312,1.104377076,2.224708735,0.265712855,-0.332512049,0,1,0,0,1
-0.420963005,-0.583417012,-0.845182339,-0.95372228,-0.114049841,-0.014741633,-0.332512049,0,0,1,0,1
-0.757746904,0.632107865,-0.334623523,-1.607392323,0.543104113,-0.156498744,1.902111934,0,1,0,0,1
-0.186618808,0.118653391,-0.691865843,0.25460602,1.162645337,-1.540658156,-0.332512049,0,0,1,0,1
1.167021552,-0.338914882,1.003546668,1.523494927,1.122818596,0.411098519,-0.332512049,0,1,0,0,1
1.60973922,1.641552375,-2.077668344,-0.842213861,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-0.876227551,1.582173286,0.530200594,-0.062616207,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
1.725899696,-0.520545036,-0.709727959,-0.018397351,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.56290086,-0.062976763,-1.671305204,1.414870346,2.189513602,0.565678254,-0.332512049,0,1,0,0,1
0.320255736,1.484372434,1.907072037,1.4264057,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
1.684910005,-0.939691545,0.303947124,0.365153159,0.224922806,-0.244766288,-0.332512049,0,0,0,1,1
0.168029028,-0.820933367,-1.328947981,-0.35003877,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.206326453,0.939481972,-1.022314989,-0.923922616,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.605629889,-1.543961096,1.17472528,0.504538683,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
1.000659753,-1.540468209,-0.934492919,-0.300052237,0.430367715,-0.264398027,-0.332512049,0,0,0,1,1
-0.800283376,0.548278563,1.572157362,1.548488193,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-1.425410694,-0.506573485,0.693936658,-0.255833381,-0.893177962,-0.156498744,-0.332512049,0,1,0,0,1
-0.485644683,0.153582267,-1.446540244,0.684297945,-0.212102515,1.341683137,-0.332512049,1,0,0,0,1
-1.154717148,-0.447194397,1.013966236,-1.753506803,-0.086858229,-0.156498744,1.902111934,0,0,1,0,1
-0.357717624,-0.558966799,0.622488194,-0.472121263,3.778486059,5.168569314,-0.332512049,0,0,1,0,0
-0.703920313,1.005846836,0.397723234,1.73786025,-0.714861045,3.101529843,1.902111934,0,0,0,1,0
1.128510853,-1.502046445,0.77431618,1.485043748,-0.086858229,-0.156498744,1.902111934,1,0,0,0,0
0.020705061,-1.302951853,0.860649741,-0.125099373,0.602577017,-0.361584527,-0.332512049,0,0,1,0,1
0.408360095,0.687994066,0.41409684,0.771774377,0.820949711,-0.779745603,-0.332512049,0,0,0,1,1
-1.510732228,0.932496197,-0.609997811,0.10849154,-0.572757196,-0.156498744,-0.332512049,1,0,0,0,1
0.186044881,-1.397259818,-1.442074716,-0.586513521,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.974137395,-1.145771912,1.103276816,-0.125099373,0.602577017,-0.361584527,-0.332512049,0,1,0,0,1
-0.131349016,-0.583417012,-0.030967551,0.933269329,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.111205549,-0.489109048,-0.815412146,-1.101759319,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-0.391180569,-0.639303213,0.571878865,1.409102669,0.605350892,-0.698181218,-0.332512049,0,0,1,0,1
-0.084835107,-1.568411309,-1.007429892,1.373535329,-1.850419413,-0.156498744,-0.332512049,0,0,1,0,1
-0.310285314,-0.419251296,1.241708215,0.151749116,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-1.552184572,-1.613818848,-0.184284046,-0.687447866,-0.327052924,0.169214145,-0.332512049,0,0,0,1,1
-0.699362834,1.061733037,0.040480913,-0.418289613,0.93368611,-0.307687863,-0.332512049,0,1,0,0,1
-1.444324232,0.799766469,1.683795587,1.049584146,-0.624544684,5.73081855,-0.332512049,1,0,0,0,0
1.687982851,0.059274302,0.802597863,-0.604777831,-1.850190378,-0.156498744,-0.332512049,0,0,1,0,1
0.473849689,-0.950170208,-0.370347755,-0.31254887,-0.648949697,0.906340338,-0.332512049,0,1,0,0,1
1.709119886,1.613609274,0.123837455,-1.057540464,1.516912471,0.008345784,-0.332512049,0,0,1,0,1
-0.896929555,-0.47164461,-0.266152078,0.000828238,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.518707026,1.190969878,-1.266430575,0.829451146,1.18990057,5.435329358,1.902111934,0,0,0,1,0
0.69405189,-0.618345888,0.903816521,0.081575714,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-1.504186031,1.323699605,-1.385511348,-0.297168399,-0.670708076,-0.156498744,-0.332512049,0,1,0,0,1
1.110584769,0.998861061,-1.757638765,0.757355185,0.117657813,0.743494118,-0.332512049,0,0,1,0,1
-0.878278417,0.453970599,-0.514733193,-0.344271093,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-1.158252647,-0.642796101,0.915724598,-1.336311511,0.402119994,-0.440763956,-0.332512049,1,0,0,0,1
1.243835792,0.684501179,-0.141117266,1.612893918,0.92844374,-0.615356504,-0.332512049,0,0,1,0,1
-0.962377718,-0.604374338,-1.64600054,1.100531958,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-1.608310619,-0.957155983,1.320599228,1.073616132,-1.22721362,0.920653793,-0.332512049,0,0,1,0,1
-1.57897012,0.150089379,-0.359928187,1.720557219,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-1.195168228,-0.887298231,0.091090242,-0.446166717,0.874009619,2.590682641,-0.332512049,0,0,0,1,1
0.938698752,1.6345666,1.604904574,-0.706673455,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-0.05119953,-0.799976042,-2.357508161,-0.388489949,-1.865306726,1.599070656,-0.332512049,1,0,0,0,1
-1.509171637,1.596144837,0.022618798,-0.266407456,-0.536773163,-0.863410535,-0.332512049,0,0,1,0,1
-0.677804576,-1.439174469,-1.312574374,-0.231801395,-0.380112831,-0.263594987,-0.332512049,1,0,0,0,1
1.561043246,-0.91873422,1.62276669,-0.787420931,0.019172517,-0.913438848,-0.332512049,0,0,0,1,1
-0.023171033,0.590193214,0.784735748,1.427366979,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.062013185,1.128097901,-1.256011007,-1.519915891,2.275987255,1.589012201,-0.332512049,0,0,0,1,0
1.262611225,0.335212421,-1.041665615,1.413909067,-0.435717579,-1.084752313,-0.332512049,0,1,0,0,1
-1.25118379,-0.635810326,0.396234724,-0.949877162,-1.123842232,-0.156498744,-0.332512049,0,1,0,0,1
1.410915739,0.247890231,-1.206890188,-1.251718918,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-1.361778618,-0.635810326,0.153607648,-1.330543834,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.405550439,1.033789936,-0.294433762,0.183471339,1.090168302,-0.764443219,-0.332512049,0,0,0,1,1
0.719477099,-1.474103345,-1.492684044,0.647769325,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.03047681,1.522794197,-0.490917038,1.667686848,-0.204493444,-0.156498744,-0.332512049,0,0,0,1,1
-1.22559976,-1.50903222,1.587042458,1.548488193,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
0.714608883,1.190969878,0.842787624,-1.490116227,-0.483382426,0.019711039,-0.332512049,0,0,0,1,1
0.50160888,-0.338914882,0.747523006,1.589823211,0.806444125,1.972965979,-0.332512049,0,0,1,0,1
0.461896664,0.342198196,-1.750196217,0.728516801,-0.086858229,-0.156498744,1.902111934,1,0,0,0,1
-0.609711695,-0.087426976,0.388792176,0.735245757,0.066124809,-0.791214956,-0.332512049,0,0,1,0,1
-0.913902712,0.534307013,-1.33341351,1.584055534,3.98533063,1.718649347,1.902111934,1,0,0,0,0
-0.837102283,0.094203178,1.365254518,-1.732358655,-1.428179611,-0.156498744,-0.332512049,1,0,0,0,1
0.124132217,-1.219122551,1.880278863,-0.03858422,-1.624819374,-0.156498744,-0.332512049,1,0,0,0,1
0.420168109,1.400543132,1.838600592,-0.073190281,0.601228252,-0.823236199,-0.332512049,0,1,0,0,1
0.287504034,-0.227142479,-0.605532282,0.775619495,-0.127181214,-0.47747518,-0.332512049,0,1,0,0,1
-1.675975373,1.662509701,0.754965554,-1.240183564,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-0.530211305,1.669495476,0.68351709,0.89481815,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
1.576552485,1.176998327,0.229521641,-1.765042157,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.721825586,0.876609995,0.552528239,0.618930941,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.319379461,-1.620804623,0.1000213,-0.469237425,0.224591977,-0.351113398,-0.332512049,1,0,0,0,1
-1.327714914,1.05824015,-0.61744036,-1.581437777,-0.288498602,3.308563743,-0.332512049,1,0,0,0,0
-0.626560557,1.477386659,0.798132335,1.723441057,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-1.017675131,-0.677724977,1.173236771,-1.216151577,2.595542776,-0.024463629,-0.332512049,0,0,1,0,1
-0.717910393,-0.272550018,1.511128465,-0.226994997,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
1.54310335,-1.484582007,0.290550538,1.732092574,-0.086858229,-0.156498744,1.902111934,0,1,0,0,0
-0.695875672,-0.447194397,-1.227729324,0.649691884,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.995564452,0.237411569,-0.861555945,0.461281107,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
0.163202243,1.250348966,0.155096158,-0.366380521,1.878177914,-0.466859058,-0.332512049,1,0,0,0,1
-1.352518649,0.094203178,-1.361695193,-0.872013525,-1.439656838,2.14363441,-0.332512049,0,0,0,1,1
-1.093032359,-1.205151001,0.705844735,0.681414107,1.398908254,-0.359192135,-0.332512049,0,1,0,0,1
-1.479699938,-0.202692266,0.424516408,0.995752495,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
1.443018346,-0.660260539,-0.412026025,0.302669994,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
1.541501327,-0.24111403,0.312878183,0.348811408,0.513329489,-0.418953597,-0.332512049,0,0,1,0,1
0.626829073,1.28877073,0.266734383,-1.395910839,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.807844648,-0.482123272,-0.723124546,0.728516801,0.911571453,-0.730527767,-0.332512049,1,0,0,0,1
-1.099399019,-1.075914161,0.897862482,0.779464613,-1.374152664,-0.156498744,-0.332512049,0,1,0,0,1
0.45898264,0.52382835,-1.696609869,-0.070306443,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.719677352,0.30726932,-0.139628756,-0.562481534,2.462371314,0.277180349,-0.332512049,1,0,0,0,1
0.114886059,-0.010583449,-1.497149573,-1.463200402,0.439223757,-0.156498744,-0.332512049,0,0,1,0,1
0.576841813,1.466907996,2.216682048,1.519649809,3.543393768,3.020660682,-0.332512049,1,0,0,0,0
-0.498854467,-0.090919864,-0.400117948,-1.249796358,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.434580105,-0.321450444,-0.263175059,1.611932638,0.05961002,-0.156498744,-0.332512049,0,0,0,1,1
1.008966794,1.156041002,1.412886827,1.607126241,-1.171787012,0.691075272,-0.332512049,0,1,0,0,1
0.990660919,1.690452801,0.498941891,-0.934496691,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-1.6758787,-1.722098363,-0.423934103,-1.605469764,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-0.151740282,-0.433222846,-0.142605776,-0.036661661,2.67341487,-0.156498744,1.902111934,0,0,1,0,0
-0.113671521,0.548278563,0.877023347,1.075538691,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
-0.139352225,0.880102883,-0.941935467,0.276715448,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.366708192,-1.400752705,-0.510267663,-0.187582539,-0.599579807,-0.156498744,-0.332512049,0,1,0,0,1
0.550380812,-1.603340185,0.180400822,0.768890539,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.54525089,-0.737104066,-0.273594626,0.89481815,-0.086858229,-0.156498744,-0.332512049,0,0,1,0,1
-0.622596931,0.471435036,-1.113114079,0.45455215,-0.086858229,-0.156498744,-0.332512049,1,0,0,0,1
1.511642934,-0.737104066,-0.540037857,-1.584321616,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
-1.571526238,1.456429333,0.875534837,0.826567307,-0.913383989,-0.889778893,-0.332512049,0,0,1,0,1
0.845581167,0.642586528,-1.546270392,-1.668914209,-0.086858229,-0.156498744,-0.332512049,0,0,0,1,1
0.295016969,-1.683676599,-1.047619653,-1.086378848,0.514347425,-0.775890265,-0.332512049,0,1,0,0,1
1.539933831,0.401577285,-0.495382567,0.325740701,1.08640194,0.128470989,-0.332512049,0,0,1,0,1
0.685137185,1.246856079,-0.251266981,0.248838343,-0.939188664,-0.156498744,-0.332512049,0,0,1,0,1
-0.634163261,-1.075914161,-0.892814648,-0.354845167,-0.867678668,-0.156498744,-0.332512049,0,1,0,0,1
-0.632568143,0.824216682,-0.944912486,-0.046274456,-0.277861172,-1.72155606,-0.332512049,0,0,0,1,1
-1.485603945,0.171046705,0.920190127,-1.076766053,-0.7655797,-0.837577537,-0.332512049,1,0,0,0,1
0.123966491,1.40403602,0.543597181,0.335353496,-1.671033663,1.295939566,-0.332512049,0,0,1,0,1
1.016479729,1.019818386,0.171469764,-1.421865384,-1.611586208,-0.156498744,4.136735918,0,0,1,0,0
0.183531362,0.439999048,0.568901845,-1.286324978,0.962086521,-0.167843551,-0.332512049,0,0,1,0,1
-0.960036831,0.094203178,-0.739498152,0.779464613,0.577154068,-0.279313763,-0.332512049,0,0,0,1,1
-1.118568052,-1.516017996,-0.400117948,-1.766003437,0.72905555,1.914734384,-0.332512049,0,0,1,0,1
-0.19530564,0.72641583,-0.810946616,0.133484806,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
-0.737037995,-0.475137497,-1.194982111,-1.656417576,-0.492340262,-0.156498744,-0.332512049,0,0,1,0,1
-0.516435288,-0.824426255,-0.153025343,1.6090488,-0.978379195,-1.148067974,-0.332512049,0,0,0,1,1
-0.120583697,1.638059488,0.231010151,0.969797949,-1.619220727,-0.156498744,-0.332512049,1,0,0,0,1
-0.814087013,1.065225925,1.441168511,1.229343407,-0.086858229,-0.156498744,-0.332512049,0,1,0,0,1
1.083888989,-1.117828812,0.068762597,-1.726590978,-1.219426411,-0.781983707,-0.332512049,0,0,0,1,1
1.539229493,0.495885249,-0.790107481,-0.268330015,-1.595859099,-0.156498744,-0.332512049,0,0,0,1,1
-0.167366912,-0.607867225,-1.989846273,-0.666299717,-0.319138472,0.596876009,-0.332512049,0,0,0,1,1
-0.653428968,1.53327286,1.17472528,-0.051080853,2.535739043,0.202863776,-0.332512049,0,0,0,1,1
0.76654343,-1.302951853,-0.066691783,-0.878742481,0.256122541,-0.156498744,-0.332512049,0,0,0,1,1
-0.383356897,-1.7116197,0.141699571,0.074846758,0.507934429,-0.156498744,-0.332512049,0,0,0,1,1
-1.161007851,0.087217403,1.122627442,0.080614435,-0.152476921,-0.156498744,-0.332512049,0,1,0,0,1
-0.658531964,-1.704633925,0.941029262,-0.473082543,0.374813864,-1.592264667,-0.332512049,0,0,0,1,1
1.065148082,1.494851097,-0.297410781,1.373535329,-1.850419413,-0.156498744,-0.332512049,0,0,1,0,1
