LoanID,CustomerID,LoanAmount,InterestRate,LoanType,LoanTerm,Tenure,TotalBalance,TotalPayments,SupportIssueFrequency
149,2707,407495,10.34,Home,2.299794661,7.225188227,79016,13516.86,1
150,2614,119474,8.78,Home,4.585900068,4.087611225,70979.5,8675.3,1
151,1417,78929,5.64,Car,7.216974675,1.262149213,90194,7146.08,1
152,2042,426792,9.44,Home,5.273100616,9.661875428,110876,6206.85,1
153,2721,107295,5.75,Home,2.50513347,8.202600958,70979.5,8675.3,1
154,2456,13753,4.74,Home,7.961670089,8.125941136,26169,14469.9,1
155,1737,18002,7.91,Home,4.87063655,9.968514716,70979.5,8675.3,1
156,3307,73583,4.94,Personal,5.700205339,3.797399042,108737,23453.91,1
157,2262,382603,12.16,Education,8.484599589,3.055441478,70979.5,8675.3,1
158,3060,239249,5.19,Car,1.196440794,3.961670089,1095,18119.48,1
159,4523,28110,12.05,Home,5.574264203,4.309377139,53300,4872.43,1
160,4191,148506,3.36,Car,3.118412047,4.407939767,59456,8099.17,1
161,1442,472729,4.85,Personal,8.517453799,2.825462012,75146,4603.3,1
162,1617,243308,9.17,Home,6.976043806,9.133470226,70979.5,8675.3,1
163,859,237683,10.71,Personal,3.222450376,0.739219713,163828,18065.37,1
164,575,429511,8.44,Education,3.61670089,9.095140315,57271,3681.71,1
165,4250,65471,5.66,Education,6.26146475,2.362765229,30231,8675.3,1
166,24,450988,8.19,Education,3.312799452,1.503080082,70979.5,8675.3,1
167,3988,49455,5.66,Car,5.815195072,1.278576318,70979.5,8675.3,1
168,4276,187933,10.44,Personal,4.991101985,5.590691307,117231,5404.83,1
169,2636,350856,3.26,Car,2.787132101,6.913073238,70979.5,8675.3,1
170,4849,242250,11.84,Personal,4.629705681,9.817932923,66357,8675.3,1
171,713,69176,3.16,Home,8.45174538,9.478439425,70979.5,8675.3,1
172,1215,350151,10.89,Personal,7.082819986,0.824093087,55398,9623.23,1
173,4225,319305,6.51,Home,6.907597536,9.596167009,106082,20130.87,1
174,2570,313554,8.46,Car,2.313483915,7.143052704,70979.5,8675.3,2
175,392,158367,7.23,Home,6.247775496,7.162217659,76991,5260.81,1
176,319,114315,9.01,Car,3.080082136,9.579739904,230997,18762.76,2
177,3008,125437,7.75,Car,8.043805613,0.134154689,18272,8675.3,1
178,2239,264640,3.99,Car,8.991101985,4.958247775,10545,8675.3,1
179,2376,307511,11.49,Education,8.914442163,4.859685147,98018,5088.55,1
180,3687,288299,6.83,Education,4.41889117,7.277207392,69395,6948.59,1
181,1868,3954,12.24,Personal,6.92128679,1.535934292,70979.5,8675.3,1
182,4277,169880,12.26,Home,6.789869952,7.61670089,70979.5,8675.3,1
183,1919,474975,10.85,Car,5.954825462,0.041067762,70979.5,8675.3,1
184,391,496013,9.99,Car,6.548939083,6.830937714,70979.5,8675.3,1
185,1306,437732,2.84,Car,5.716632444,3.731690623,83218,7628.36,1
186,1321,54388,10.51,Car,4.396988364,0.563997262,63056,27315.79,1
187,799,155927,11.71,Car,7.000684463,9.976728268,70979.5,8675.3,1
188,4405,99287,5.54,Home,7.690622861,1.604380561,176385,9385.59,1
189,3027,142698,6.7,Education,8.31211499,4.421629021,70979.5,8675.3,1
190,1789,470131,3.23,Education,6.067077344,10.00136893,70979.5,8675.3,2
191,1474,145889,6.2,Home,3.274469541,6.918548939,70979.5,8675.3,1
192,76,102489,8.16,Education,3.947980835,6.381930185,70979.5,8675.3,1
193,3435,270298,11.06,Car,5.817932923,4.024640657,148196,7005.7,1
194,3586,50796,7.75,Personal,3.028062971,2.584531143,17821,21048.99,1
195,2911,88374,4.03,Education,6.830937714,7.008898015,129363,7584.9,1
196,3061,32378,6.9,Education,6.313483915,7.904175222,70979.5,8675.3,1
197,3804,455637,5.59,Personal,4.774811773,5.930184805,70979.5,8675.3,1
198,2223,469899,6.79,Home,6.108145106,6.061601643,94564,7263.41,1
199,1965,337439,11.17,Car,6.023271732,1.092402464,70979.5,8675.3,1
200,1494,129674,6.1,Car,4.202600958,7.143052704,110213,5587.28,1
201,1907,87452,4.4,Education,7.184120465,7.288158795,20395,8675.3,1
202,1640,313132,8.98,Personal,2.412046543,4.8678987,70979.5,8675.3,1
203,2868,350885,8.36,Car,5.275838467,3.466119097,171152,11008.3,1
204,4086,263301,7.45,Home,2.778918549,0.900752909,91652,8675.3,1
205,373,330200,11.68,Car,9.609856263,9.396303901,213631,25767,1
206,324,174421,7.22,Car,4.796714579,1.508555784,70979.5,8675.3,1
207,955,454415,6.56,Personal,5.048596851,9.659137577,76735,8675.3,1
208,4551,392779,10.79,Education,8.131416838,9.645448323,28347,13234.87,1
209,1771,390128,12.32,Home,6.450376454,2.406570842,70979.5,8675.3,1
210,223,3968,2.55,Education,4.752908966,0.495550992,70979.5,8675.3,1
211,378,224689,6.24,Home,5.270362765,4.963723477,179445,8675.3,2
212,1197,230202,9.05,Car,7.145790554,8.131416838,70979.5,8675.3,1
213,4226,226483,10,Car,3.800136893,5.856262834,70979.5,8675.3,1
214,4307,444586,3.47,Education,4.594113621,4.533880903,50832,8675.3,1
215,683,326368,2.89,Car,5.864476386,7.258042437,70979.5,8675.3,1
216,4277,470442,5.37,Home,5.029431896,7.61670089,70979.5,8675.3,1
217,1826,156501,8.83,Car,3.485284052,6.362765229,70979.5,8675.3,1
218,1760,465575,5.37,Personal,4.539356605,0.55578371,70979.5,8675.3,1
219,4019,19080,11.65,Home,7.143052704,7.422313484,38501,4730.58,1
220,4900,369118,9.32,Personal,2.688569473,0.314852841,70979.5,8675.3,1
221,2300,289387,2.66,Education,3.605749487,1.973990418,94604,5343.25,1
222,3653,469672,8.63,Home,4.621492129,5.995893224,117083,10208.31,1
223,3924,345883,11.05,Home,5.070499658,5.776865161,37487,8675.3,1
224,2687,154826,4.4,Education,3.890485969,4.057494867,40297,8675.3,1
225,2845,155057,9.84,Personal,3.794661191,4.936344969,63474,255.99,1
226,1830,31523,7.97,Car,7.225188227,2.001368925,44309,5011.4,1
227,1170,264616,11.5,Home,6.532511978,6.023271732,8729,16488.77,1
228,2059,393867,10.4,Home,5.848049281,1.018480493,11065,8675.3,3
229,4356,273242,8.74,Home,6.579055441,1.404517454,112198,8614.27,1
230,2544,107634,7.75,Personal,4.1724846,7.288158795,97072,8014.61,1
231,4865,84676,3.14,Home,4.796714579,0.038329911,103041,19817.61,1
232,1787,218380,9.56,Education,4.041067762,5.448323066,70979.5,8675.3,1
233,2184,139928,6.12,Home,3.334702259,0.350444901,55046,8675.3,1
234,1482,171875,5.12,Personal,5.25119781,9.650924025,35947,3341.1,1
235,4823,229201,12.17,Car,5.957563313,7.830253251,10765,8675.3,1
236,2320,128770,10.53,Education,8.183436003,8.569472964,70979.5,8675.3,1
237,2165,403629,4.28,Personal,5.659137577,0.150581793,26475,5310.47,1
238,3929,469570,8.9,Personal,4.079397673,4.303901437,11683,8675.3,1
239,4728,222426,5.74,Personal,1.872689938,3.170431211,61852,12728.12,1
240,4025,152036,11.87,Personal,7.693360712,4.922655715,174035,10608.51,1
241,4951,357672,3.75,Personal,5.409993155,2.565366188,84457,8675.3,1
242,2425,191147,2.58,Personal,5.793292266,5.281314168,94352,8675.3,1
243,3341,78530,7.73,Education,7.597535934,5.297741273,68401,8675.3,1
244,103,151297,2.6,Personal,7.263518138,3.72073922,89121,951.52,1
245,527,400915,11.76,Home,4.985626283,8.980150582,1680,8675.3,1
246,4009,3791,7.58,Car,4.941820671,4.31211499,19600,8675.3,1
247,2108,39708,12.1,Car,3.906913073,7.841204654,42555,8675.3,1
248,552,496724,11.76,Personal,7.301848049,0.410677618,70979.5,8675.3,1
249,1356,363221,5.97,Personal,8.454483231,7.028062971,70979.5,8675.3,1
250,2313,285696,4.45,Home,4.180698152,0.495550992,70979.5,8675.3,1
251,1446,369189,12.13,Personal,6.480492813,5.861738535,145945,9586.61,1
252,2402,254243,7.39,Education,7.3045859,5.516769336,70979.5,8675.3,1
253,3258,48974,9.24,Personal,4.495550992,7.523613963,70979.5,8675.3,1
254,1917,421513,6.6,Car,8.31211499,1.557837098,70979.5,8675.3,1
255,2215,166945,7.35,Home,5.667351129,0.87063655,134071,28054.48,1
256,1320,100002,9.52,Personal,6.455852156,8.350444901,69315,8675.3,1
257,509,53218,3.89,Education,7.802874743,5.730321697,72260,8675.3,1
258,4363,192258,4.24,Education,6.658453114,2.978781656,70979.5,8675.3,1
259,4406,247687,6.66,Education,3.405886379,9.968514716,70979.5,8675.3,1
260,1865,390962,12.41,Car,7.066392882,3.216974675,61574,13278.44,1
261,444,196865,8.24,Education,5.856262834,2.663928816,70979.5,8675.3,1
262,2971,475566,2.6,Home,7.058179329,9.295003422,15292,8675.3,2
263,798,17870,8.26,Personal,5.524982888,9.872689938,49799,6681.99,2
264,3164,301693,8.04,Education,4.728268309,0.287474333,198816,40197.4,3
265,3252,430092,10.11,Home,5.311430527,4.829568789,86673,7290.85,1
266,764,199643,7.73,Home,7.597535934,9.237508556,97446,5174.74,3
267,4376,264228,5.49,Car,4.150581793,0.262833676,32128,8675.3,1
268,2658,397811,2.82,Personal,4.52019165,6.321697467,70979.5,8675.3,1
269,115,61753,11.59,Home,1.535934292,6.669404517,83420,8675.3,1
270,1847,87937,11.74,Education,5.546885695,1.927446954,70979.5,8675.3,1
271,3011,401661,11.16,Personal,9.388090349,2.327173169,70979.5,8675.3,1
272,1215,401058,12.19,Personal,7.348391513,0.824093087,55398,9623.23,1
273,3342,225878,9.58,Home,3.405886379,6.171115674,25309,11673.21,1
274,1203,423099,3.5,Education,7.279945243,3.244353183,199640,26458.19,1
275,3296,281084,12.31,Home,6.759753593,0.07118412,16014,8113.54,1
276,3582,149416,9.34,Personal,4.358658453,4.339493498,39295,8675.3,1
277,2827,70566,7.57,Car,4.624229979,1.864476386,70979.5,8675.3,1
278,3960,228931,12.17,Home,4.019164956,2.143737166,61478,3758.74,1
279,2043,95216,11.1,Education,2.658453114,6.381930185,70979.5,8675.3,1
280,2591,345989,8.53,Car,8.123203285,3.091033539,89528,8675.3,1
281,1440,378026,11.14,Home,4.210814511,2.581793292,70979.5,8675.3,1
282,2071,152196,2.56,Car,4.654346338,6.915811088,70979.5,8675.3,2
283,3005,65527,5.14,Car,5.292265572,2.201232033,79252,9216.06,1
284,2956,435258,5.71,Car,7.211498973,6.313483915,53884,8675.3,1
285,2294,99534,8.94,Home,4.796714579,6.71321013,6488,8675.3,1
286,3288,421129,3.19,Education,5.555099247,8.424366872,26287,16906,1
287,500,32900,6.12,Education,3.874058864,3.800136893,70979.5,8675.3,1
288,3453,237078,9.6,Education,4.290212183,0.087611225,43763,4911.49,1
289,3943,265832,5.02,Home,3.983572895,2.976043806,22554,8675.3,1
290,3734,470994,8.1,Home,5.193702943,0.446269678,184199,13368.63,1
291,2156,395122,6.88,Personal,5.872689938,4.914442163,70979.5,8675.3,1
292,2300,76769,8.65,Home,1.801505818,1.973990418,94604,5343.25,1
293,74,218406,7.34,Car,4.142368241,4.747433265,70979.5,8675.3,1
294,2773,421054,9.36,Education,8.673511294,4.588637919,237891,22054.43,1
295,2324,229367,6.55,Personal,2.439425051,5.80698152,70979.5,8675.3,1
296,1368,137907,4.11,Car,3.211498973,9.552361396,27805,8675.3,1
297,2894,153205,12.13,Home,4.268309377,6.327173169,98310,9809.07,1
298,2232,276527,2.97,Car,3.863107461,5.303216975,66476,8675.3,1
299,1855,93845,5.34,Education,5.80698152,2.214921287,157498,15339.51,1
300,1914,189414,4.72,Car,5.295003422,2.058863792,19846,7480.56,3
301,605,20408,8.03,Car,6.05065024,5.377138946,29964,8675.3,1
302,2904,34580,9.02,Car,5.264887064,5.850787132,19239,3335.63,3
303,615,471256,5.48,Personal,6.253251198,7.770020534,70979.5,8675.3,1
304,2983,372736,5.48,Home,6.7816564,3.416837782,91851,6628.93,2
305,1889,66280,6.2,Education,5.084188912,3.934291581,216124,1598.79,1
306,4233,317751,3.55,Car,7.093771389,0.290212183,70822,3063.71,2
307,3459,450876,2.57,Education,1.905544148,0.134154689,79824,7026.19,1
308,1590,455698,2.69,Education,4.10403833,2.080766598,14884,5032.71,1
309,1160,288445,2.7,Education,3.926078029,5.237508556,70979.5,8675.3,1
310,4049,16268,7.83,Home,7.370294319,5.585215606,17749,6559.47,1
311,2734,65616,11.49,Car,7.876796715,0.131416838,89904,9961.11,1
312,381,373491,3.93,Home,4.889801506,9.440109514,13226,2197.97,1
313,3474,428637,4.17,Home,5.952087611,8.257357974,70979.5,8675.3,2
314,2017,79154,3.18,Personal,4.813141684,7.282683094,110571,7089.46,1
315,2882,398147,12.07,Personal,6.286105407,2.064339493,28338,5295.57,1
316,2214,279695,3.36,Home,5.733059548,2.759753593,29862,8675.3,1
317,2216,276176,4.37,Car,5.826146475,9.60164271,103715,11434.9,1
318,4793,167827,10.14,Personal,5.897330595,2.710472279,70979.5,8675.3,1
319,1156,351776,6.62,Home,5.585215606,1.990417522,70979.5,8675.3,1
320,2641,240210,9.13,Car,8.670773443,6.195756331,72909,7444.69,1
321,96,439062,7.22,Home,6.625598905,9.672826831,90301,8675.3,1
322,1062,437012,5.87,Car,6.332648871,0.432580424,61261,13311.16,1
323,4582,428302,4.07,Personal,5.80698152,5.045859001,70979.5,8675.3,1
324,3645,453242,3.29,Car,8.410677618,3.572895277,70979.5,8675.3,1
325,4124,29633,3.73,Home,7.668720055,8.407939767,67764,7517.19,1
326,2438,361101,7.38,Education,8.065708419,5.94934976,138725,13580.15,1
327,589,142319,3.75,Home,5.00752909,1.629021218,70979.5,8675.3,1
328,4501,107421,8.47,Education,7.397672827,6.929500342,70979.5,8675.3,1
329,1706,2104,10.01,Car,5.659137577,1.527720739,70979.5,8675.3,1
330,3601,101842,2.84,Car,1.689253936,5.212867899,70979.5,8675.3,1
331,1916,100234,12.24,Personal,4.914442163,5.902806297,48594,7149.64,3
332,1488,351885,3.38,Car,7.329226557,6.472279261,70979.5,8675.3,2
333,242,239516,7.91,Car,3.252566735,1.11156742,76281,8675.3,2
334,1036,14046,10.35,Home,7.466119097,1.56605065,70979.5,8675.3,1
335,4406,94597,5.66,Personal,7.282683094,9.968514716,70979.5,8675.3,1
336,1228,469024,6.56,Home,4.292950034,6.028747433,96862,488.12,1
337,4730,143841,9.51,Personal,4.147843943,6.661190965,70979.5,8675.3,1
338,4689,337585,9.03,Car,5.366187543,8.169746749,30613,11736.57,1
339,691,15211,3.53,Personal,3.359342916,7.460643395,160215,8675.3,1
340,11,130485,7.43,Home,2.803559206,9.130732375,25296,8675.3,1
341,2643,423261,11.74,Home,6.726899384,5.374401095,70979.5,8675.3,1
342,1217,221050,6.61,Car,8.169746749,6.422997947,33989,18166.4,1
343,557,37857,12.31,Education,8.851471595,6.313483915,70979.5,8675.3,1
344,1795,249366,8.51,Education,5.763175907,1.900068446,70979.5,8675.3,1
345,4959,196889,10.68,Education,4.060232717,6.976043806,135591,17289.11,1
346,3583,478971,10.77,Personal,7.841204654,2.403832991,47692,8675.3,1
347,2699,365343,11.29,Car,4.698151951,1.620807666,70979.5,8675.3,1
348,3031,186385,9.35,Personal,5.352498289,7.523613963,70979.5,8675.3,1
349,3481,18657,4.44,Car,5.546885695,6.472279261,70979.5,8675.3,1
350,3546,218648,5.03,Personal,4.892539357,3.301848049,93632,8675.3,1
351,2758,250875,6.2,Education,2.529774127,0.503764545,70979.5,8675.3,1
352,29,251459,9.52,Car,7.876796715,8.457221081,70979.5,8675.3,1
353,1863,289545,11.65,Education,8.079397673,3.017111567,70979.5,8675.3,1
354,4473,434167,8.18,Education,4.583162218,4.342231348,70979.5,8675.3,1
355,2649,265582,2.5,Home,8.120465435,8.391512663,40396,16026.61,1
356,256,14897,9.62,Personal,6.557152635,1.59890486,70979.5,8675.3,2
357,3417,134438,9.31,Car,9.144421629,5.49486653,70979.5,8675.3,1
358,409,306044,11.91,Home,6.997946612,2.376454483,4711,5086.52,1
359,2623,474050,11.54,Personal,4.859685147,2.012320329,46818,3316.91,1
360,357,114082,6.3,Home,6.39835729,2.584531143,68261,8675.3,1
361,4532,497829,5.88,Personal,3.665982204,4.971937029,115972,8675.3,1
362,955,277855,5.48,Education,3.208761123,9.659137577,76735,8675.3,1
363,3822,247571,12.14,Education,8.65982204,3.997262149,6748,1828.97,1
364,292,347230,6.96,Personal,3.255304586,9.363449692,85380,12636.14,1
365,4538,476431,3.83,Home,4.569472964,0.720054757,70979.5,8675.3,1
366,4617,179076,3.53,Personal,7.835728953,8.20807666,70979.5,8675.3,1
367,1892,404796,11.74,Car,6.045174538,3.222450376,83316,8909.18,1
